gls_ver,pixrad,asw,pixscale,swid,n_models,Mtot_ens_ave,mid,z_src_used,z_lens_used,created_on,Mtot_min,Mtot_min_z_corrected,user,Mtot_ens_ave_z_corrected,lmt_ver,z_lens_actual,type,Mtot_max,Mtot_max_z_corrected
-1,12,ASW0002asp,0.0,SW09,200,2.06208640291e+12,3972,1.0,0.5,2013-07-26 16:15:10,1.94578897487e+12,3.02592795585e+12,psaha,3.20678397016e+12,,1.0,old,2.2258912119e+12,3.46151948221e+12,
5,8,ASW00085cp,0.16456,SW59,200,5.48846561168e+12,6IU7DLN5GK,1.0,0.5,2015-04-25 19:16:35,4.54535433269e+12,0.0,ElisabethB,0.0,2.0.0,0.0,new,6.49890322033e+12,0.0,
5,12,ASW0008swn,0.16456,SW06,200,1.1982289738e+12,BCY2NOUSLK,1.0,0.5,2015-07-16 13:40:56,1.13424528501e+12,765203517282.0,L,808369263141.0,2.0.0,0.5,new,1.26250168357e+12,851729993159.0,
5,12,ASW0005rnb,0.16456,SW17,200,988534720299.0,AAKHMTYTMS,1.0,0.5,2015-07-15 14:26:01,910177293766.0,885220611227.0,L,961429509740.0,2.0.0,0.7,new,1.07130449545e+12,1.04192977211e+12,
5,12,ASW0009ah7,0.16456,----,200,6.24356799185e+12,JCPVVYJCYG,1.5,0.43,2015-05-16 16:11:19,5.69292883942e+12,5.69292883942e+12,c_cld,6.24356799185e+12,2.0.0,0.0,new,6.72762859119e+12,6.72762859119e+12,
5,8,ASW000096t,0.16456,SW36,200,2.45844841668e+12,ZHRZSBEAN5,1.0,0.5,2015-04-25 18:22:35,2.17915213001e+12,1.17347528651e+12,ElisabethB,1.32387657585e+12,2.0.0,0.4,new,2.82545977527e+12,1.52151250647e+12,
5,8,ASW0009cp0,0.16456,SW38,200,3.14762472073e+12,374NZOJ7IM,1.0,0.5,2015-06-12 10:18:08,2.67921194176e+12,3.06154759542e+12,psaha,3.59680499509e+12,2.0.0,0.8,new,3.53990859421e+12,4.04506955037e+12,
5,12,ASW00071fc,0.16456,----,200,3.90146004873e+12,UVDXRIYHEE,1.0,0.33,2015-05-03 16:27:02,3.61816988442e+12,0.0,c_cld,0.0,2.0.0,0.0,new,4.21285447052e+12,0.0,
5,10,ASW00070vl,0.16456,SW53,200,5.7151595081e+12,BPAV4GVOPP,1.0,0.5,2015-04-26 16:26:45,5.04519732835e+12,2.71684307803e+12,Capella05,3.07761828505e+12,2.0.0,0.4,new,6.30091357353e+12,3.39304735046e+12,
5,12,ASW0004dv8,0.16456,SW01,200,5.11838050007e+12,EUTVAVV6XJ,1.0,0.5,2015-07-16 07:52:52,4.61590627399e+12,0.0,L,0.0,2.0.0,0.0,new,5.47401900614e+12,0.0,
5,10,ASW0002bmc,0.16456,SW10,200,1.06855595564e+12,JUNOJCOW64,1.0,0.5,2015-06-12 10:09:00,981243265303.0,1.12127111431e+12,psaha,1.22104372019e+12,2.0.0,0.8,new,1.17841175715e+12,1.3465764411e+12,
5,12,ASW0009cp0,0.16456,SW38,200,1.40645151922e+12,KKEBBJG3B6,1.0,0.5,2015-07-15 14:53:38,1.3235228342e+12,1.51239552472e+12,L,1.60715850792e+12,2.0.0,0.8,new,1.49012424626e+12,1.7027717113e+12,
5,10,ASW0001lb5,0.16456,----,200,2.0202016903e+12,PQWLHS63SD,0.7,0.3,2015-05-11 21:01:21,1.83852966855e+12,1.83852966855e+12,c_cld,2.0202016903e+12,2.0.0,0.0,new,2.19612399643e+12,2.19612399643e+12,
-1,8,ASW00024id,0.0,SW45,200,4.87454983167e+12,2030,1.0,0.5,2013-06-25 17:22:27,4.37374465558e+12,4.99789778649e+12,psaha,5.57017012475e+12,,0.8,old,5.52930783923e+12,6.31836505938e+12,
5,12,ASW0000r8n,0.16456,----,200,1.15264833746e+12,X5D3BBZSIT,1.0,0.5,2015-07-14 12:34:33,1.0633359152e+12,0.0,L,0.0,2.0.0,0.0,new,1.22257739598e+12,0.0,
5,10,ASW00070vl,0.16456,SW53,200,5.71283996923e+12,M36RZR4OC4,1.0,0.5,2015-04-25 08:40:07,5.14156461176e+12,2.7687369426e+12,Capella05,3.07636921138e+12,2.0.0,0.4,new,6.32454548152e+12,3.40577315313e+12,
